"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"1Oxm8W3R","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","1Oxm8W3R",4856,332997,4518,0.0135676897990072,"Fibroblasts"
"42O0FhbP","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","42O0FhbP",2818,298284,14950,0.0501200198468574,"Macrophages"
"4kRmdYdZ","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","4kRmdYdZ",2849,144599,11561,0.0799521435141322,"Endothelial cells"
"4V5IfCGP","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","4V5IfCGP",2148,99862,5403,0.054104664436923,"Smooth muscle cells"
"5C7lPsJe","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","5C7lPsJe",3632,237290,5464,0.0230266762189726,"Fibroblasts"
"5OytLwPJ","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","5OytLwPJ",2476,218436,13040,0.059697119522423,"Macrophages"
"5TBIWsrw","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","5TBIWsrw",2825,154563,12759,0.0825488635701947,"Endothelial cells"
"5Z5cJDvL","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","5Z5cJDvL",3454,268911,10204,0.0379456400072887,"Macrophages"
"6DECqyDe","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","6DECqyDe",1984,138087,27528,0.199352582067827,"Endothelial cells"
"6eoqMrzE","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","6eoqMrzE",2112,101368,9036,0.0891405571778076,"Pericytes"
"6rw9jSjW","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","6rw9jSjW",2053,116526,11052,0.0948457854899336,"Pericytes"
"7FPXwtx7","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","7FPXwtx7",5041,370389,9929,0.026806951610334,"Fibroblasts"
"898bjy1s","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","898bjy1s",2916,177576,6446,0.0362999504437537,"Fibroblasts"
"8fR4cUVg","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","8fR4cUVg",2931,100561,11984,0.119171448175734,"Macrophages"
"8oKnvIUk","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","8oKnvIUk",3545,465807,9059,0.0194479687939426,"Fibroblasts"
"8ytFs2aq","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","8ytFs2aq",2826,169897,2536,0.014926690877414,"Fibroblasts"
"9ceGDoAq","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","9ceGDoAq",3339,342628,13596,0.039681520482856,"Endothelial cells"
"9Vc9IQJN","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","9Vc9IQJN",1787,27031,1654,0.0611890052162332,"Endothelial cells"
"adRYh59z","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","adRYh59z",752,233787,223730,0.95698221030254,"Unknown"
"APcTLO2W","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","APcTLO2W",1772,28257,1829,0.0647273242028524,"Endothelial cells"
"b4JA12WY","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","b4JA12WY",2835,281491,13578,0.0482360004405114,"Macrophages"
"BB8QEbOU","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","BB8QEbOU",4232,248307,5317,0.0214130088962454,"Pericytes"
"Bh86sfbs","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","Bh86sfbs",4229,277582,6044,0.0217737461362768,"Pericytes"
"BHlIposi","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","BHlIposi",5059,345747,9077,0.0262533008240129,"Fibroblasts"
"BlbpfVqi","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","BlbpfVqi",3054,251791,8857,0.0351759991421457,"Macrophages"
"bnwwyRFk","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","bnwwyRFk",5782,396785,10905,0.027483397809897,"Fibroblasts"
"Bp72ABNa","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","Bp72ABNa",2877,217039,14046,0.064716479526721,"Endothelial cells"
"bWmdjpoW","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","bWmdjpoW",2441,148924,11182,0.0750852783970347,"Endothelial cells"
"cjsk87ne","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","cjsk87ne",3370,238570,11343,0.0475457936873874,"Macrophages"
