"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"44N8ga7G","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","44N8ga7G",5399,337218,6210,0.0184153870789815,"Parathyroid chief cells"
"44XMUIK8","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","44XMUIK8",5401,1222103,9918,0.0081155189047077,"Fibroblasts"
"4gklqIzm","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","4gklqIzm",4339,375034,5258,0.0140200621810289,"Fibroblasts"
"4NQtiOj5","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","4NQtiOj5",5035,206186,3527,0.0171059140775804,"Fibroblasts"
"4r8Fywkz","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","4r8Fywkz",1324,46669,2010,0.0430692751076732,"Follicular cells"
"58kuo251","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","58kuo251",3394,223746,3376,0.0150885378956495,"Chondrocytes"
"5JI3SZx0","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","5JI3SZx0",4948,715715,8974,0.0125385104406083,"Fibroblasts"
"5u3X8Bg6","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","5u3X8Bg6",4463,322668,9043,0.0280257106375593,"T memory cells"
"5wntNqUj","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","5wntNqUj",4175,163299,3283,0.0201042259903612,"T memory cells"
"6BYOHxLw","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","6BYOHxLw",3952,168470,2806,0.0166557844126551,"Macrophages"
"6COrzZeK","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","6COrzZeK",4807,504074,8316,0.0164975777366022,"Fibroblasts"
"6hjdCHGX","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","6hjdCHGX",4783,317207,3965,0.0124997241548894,"Fibroblasts"
"6t0OSGjA","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","6t0OSGjA",2226,61401,2507,0.0408299539095454,"Unknown"
"6vNJzXtP","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","6vNJzXtP",5340,429444,7755,0.0180582334367228,"Fibroblasts"
"6W6lfjto","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","6W6lfjto",3990,98847,13856,0.140176231954435,"Neurons"
"7hKqu8kB","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","7hKqu8kB",864,49189,3602,0.0732277541726809,"Unknown"
"8Iz50N4d","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","8Iz50N4d",3676,225311,4585,0.020349650039279,"Macrophages"
"8KmHKmTT","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","8KmHKmTT",2687,321606,4417,0.0137341965013091,"Macrophages"
"8Kta883Q","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","8Kta883Q",2906,155058,3141,0.0202569361142282,"T cells"
"8ubeAmK5","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","8ubeAmK5",3270,166906,2062,0.0123542592836687,"Macrophages"
"8UyEz8m2","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","8UyEz8m2",4779,395059,5960,0.0150863541901336,"Fibroblasts"
"8WyBVCcF","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","8WyBVCcF",4060,199065,3083,0.0154874036118856,"Fibroblasts"
"9tO3cbzF","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","9tO3cbzF",4852,349668,3064,0.00876259766406992,"Fibroblasts"
"9UNhUR5W","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","9UNhUR5W",2785,70509,9996,0.141769135854997,"Follicular cells"
"9xT9pKPh","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","9xT9pKPh",5076,589286,10138,0.0172038704466083,"Fibroblasts"
"a2oZexD0","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","a2oZexD0",2974,507262,13936,0.0274729824035705,"Myoblasts"
"a3MpwaFa","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","a3MpwaFa",5849,467612,13849,0.0296164341377039,"Unknown"
"a3Qf7s78","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","a3Qf7s78",4997,374642,6237,0.0166478931886975,"Fibroblasts"
"a6HM6eNP","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","a6HM6eNP",3611,236104,3369,0.0142691356351438,"Fibroblasts"
"A6HTaZC7","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","A6HTaZC7",3936,363858,13597,0.0373689736105843,"Fibroblasts"
"Ac9XXKzG","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","Ac9XXKzG",4484,328219,9040,0.027542585895393,"T memory cells"
"aDC1Ij6a","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","aDC1Ij6a",4677,632126,6533,0.0103349648645998,"Fibroblasts"
"ADyDgY8P","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","ADyDgY8P",4170,309011,7692,0.0248923177492063,"T memory cells"
"AEE3EfDI","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","AEE3EfDI",2617,120008,18666,0.155539630691287,"Follicular cells"
"AefF91cr","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","AefF91cr",4865,350089,3051,0.00871492677576273,"Fibroblasts"
